transaction_id,transaction_date,transaction_time,customer_id,product_id,quantity,unit_price,product_category,product_type,product,size
107,2019-04-17,07:03:13,8008,25,1,2.2,Coffee,Organic brewed coffee,Brazilian,Sm
110,2019-04-17,07:27:11,8272,40,1,3.75,Coffee,Barista Espresso,Cappuccino,Regular
118,2019-04-17,07:54:16,0,87,1,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,Regular
119,2019-04-17,09:15:43,0,32,2,3.0,Coffee,Gourmet brewed coffee,Ethiopia,Rg
123,2019-04-17,08:46:10,0,41,2,4.25,Coffee,Barista Espresso,Cappuccino,Lg
123,2019-04-17,08:46:10,0,65,1,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Regular
137,2019-04-17,10:56:36,0,29,1,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Rg
137,2019-04-17,10:56:36,0,75,1,3.5,Bakery,Pastry,Croissant,Regular
138,2019-04-17,09:46:21,0,25,1,2.2,Coffee,Organic brewed coffee,Brazilian,Sm
138,2019-04-17,09:46:21,0,73,1,3.75,Bakery,Pastry,Almond Croissant,Regular
141,2019-04-17,07:50:20,0,37,2,3.0,Coffee,Barista Espresso,Espresso shot,Regular
142,2019-04-17,11:18:31,0,87,1,2.1,Coffee,Barista Espresso,Ouro Brasileiro shot,Regular
142,2019-04-17,11:18:31,0,72,1,3.25,Bakery,Scone,Ginger Scone,Regular
143,2019-04-17,08:31:05,0,53,2,3.0,Tea,Brewed Chai tea,Traditional Blend Chai,Lg
143,2019-04-17,08:31:05,0,75,1,3.5,Bakery,Pastry,Croissant,Regular
146,2019-04-17,10:35:36,0,24,1,3.0,Coffee,Drip coffee,Our Old Time Diner Blend,Lg
146,2019-04-17,10:35:36,0,75,1,3.5,Bakery,Pastry,Croissant,Regular
149,2019-04-17,08:19:20,0,25,1,2.2,Coffee,Organic brewed coffee,Brazilian,Sm
168,2019-04-17,11:15:53,0,43,2,3.0,Tea,Brewed herbal tea,Lemon Grass,Lg
168,2019-04-17,11:15:53,0,74,1,3.5,Bakery,Biscotti,Ginger Biscotti,Regular
171,2019-04-17,08:44:00,0,44,1,2.5,Tea,Brewed herbal tea,Peppermint,Rg
172,2019-04-17,07:50:58,8135,27,1,3.5,Coffee,Organic brewed coffee,Brazilian,Lg
176,2019-04-17,11:13:41,0,87,1,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,Regular
176,2019-04-17,11:13:41,0,75,1,3.5,Bakery,Pastry,Croissant,Regular
177,2019-04-17,10:41:11,0,87,1,2.1,Coffee,Barista Espresso,Ouro Brasileiro shot,Regular
177,2019-04-17,10:41:11,0,69,1,3.25,Bakery,Biscotti,Hazelnut Biscotti,Regular
177,2019-04-17,10:41:11,0,72,1,3.25,Bakery,Scone,Ginger Scone,Regular
178,2019-04-17,06:53:34,0,48,1,2.5,Tea,Brewed Black tea,English Breakfast,Rg
183,2019-04-17,10:53:38,0,31,2,2.2,Coffee,Gourmet brewed coffee,Ethiopia,Sm
183,2019-04-17,10:53:38,0,78,1,4.5,Bakery,Scone,Scottish Cream Scone,Regular
192,2019-04-17,07:31:02,0,28,1,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Sm
207,2019-04-17,10:30:44,0,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Regular
209,2019-04-17,10:36:17,0,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Regular
211,2019-04-17,07:41:31,0,48,2,2.5,Tea,Brewed Black tea,English Breakfast,Rg
213,2019-04-17,11:12:52,0,32,2,3.0,Coffee,Gourmet brewed coffee,Ethiopia,Rg
218,2019-04-17,11:16:55,0,23,1,2.5,Coffee,Drip coffee,Our Old Time Diner Blend,Rg
218,2019-04-17,11:16:55,0,73,1,3.75,Bakery,Pastry,Almond Croissant,Regular
222,2019-04-17,07:09:08,0,32,1,3.0,Coffee,Gourmet brewed coffee,Ethiopia,Rg
222,2019-04-17,07:09:08,0,75,1,3.5,Bakery,Pastry,Croissant,Regular
225,2019-04-17,09:44:43,0,43,1,3.0,Tea,Brewed herbal tea,Lemon Grass,Lg
225,2019-04-17,09:44:43,0,79,1,3.75,Bakery,Scone,Jumbo Savory Scone,Regular
229,2019-04-17,10:11:47,0,49,2,3.0,Tea,Brewed Black tea,English Breakfast,Lg
229,2019-04-17,10:11:47,0,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Regular
237,2019-04-17,07:54:48,8327,48,1,2.5,Tea,Brewed Black tea,English Breakfast,Rg
237,2019-04-17,07:54:48,8327,69,1,3.25,Bakery,Biscotti,Hazelnut Biscotti,Regular
245,2019-04-17,07:06:52,0,27,2,3.5,Coffee,Organic brewed coffee,Brazilian,Lg
246,2019-04-17,06:45:22,8471,50,1,2.5,Tea,Brewed Black tea,Earl Grey,Rg
259,2019-04-17,07:50:18,0,26,1,3.0,Coffee,Organic brewed coffee,Brazilian,Rg
259,2019-04-17,07:50:18,0,79,1,3.75,Bakery,Scone,Jumbo Savory Scone,Regular
263,2019-04-17,07:47:19,8016,43,2,3.0,Tea,Brewed herbal tea,Lemon Grass,Lg
263,2019-04-17,07:47:19,8016,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Regular
272,2019-04-17,09:04:41,0,31,1,2.2,Coffee,Gourmet brewed coffee,Ethiopia,Sm
272,2019-04-17,09:04:41,0,75,1,3.5,Bakery,Pastry,Croissant,Regular
281,2019-04-17,08:48:58,0,57,1,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai,Lg
281,2019-04-17,08:48:58,0,74,1,3.5,Bakery,Biscotti,Ginger Biscotti,Regular
287,2019-04-17,06:44:22,0,27,2,3.5,Coffee,Organic brewed coffee,Brazilian,Lg
287,2019-04-17,06:44:22,0,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Regular
288,2019-04-17,08:55:27,0,31,1,2.2,Coffee,Gourmet brewed coffee,Ethiopia,Sm
288,2019-04-17,08:55:27,0,78,1,4.5,Bakery,Scone,Scottish Cream Scone,Regular
292,2019-04-17,07:21:59,8174,40,1,3.75,Coffee,Barista Espresso,Cappuccino,Regular
292,2019-04-17,07:21:59,8174,76,1,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,Regular
293,2019-04-17,07:47:16,8280,26,2,3.0,Coffee,Organic brewed coffee,Brazilian,Rg
305,2019-04-17,08:44:27,0,41,2,4.25,Coffee,Barista Espresso,Cappuccino,Lg
305,2019-04-17,08:44:27,0,65,1,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Regular
307,2019-04-17,06:57:34,8099,60,2,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Rg
307,2019-04-17,06:57:34,8099,70,1,3.25,Bakery,Scone,Cranberry Scone,Regular
312,2019-04-17,10:28:20,0,53,2,3.0,Tea,Brewed Chai tea,Traditional Blend Chai,Lg
313,2019-04-17,07:42:40,0,25,1,2.2,Coffee,Organic brewed coffee,Brazilian,Sm
317,2019-04-17,09:59:29,0,56,1,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai,Rg
317,2019-04-17,09:59:29,0,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Regular
323,2019-04-17,09:09:35,0,56,1,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai,Rg
323,2019-04-17,09:09:35,0,76,1,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,Regular
329,2019-04-17,10:25:39,0,55,2,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai,Lg
329,2019-04-17,10:25:39,0,69,1,3.25,Bakery,Biscotti,Hazelnut Biscotti,Regular
330,2019-04-17,07:55:31,8335,87,1,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,Regular
333,2019-04-17,09:51:46,0,61,1,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Lg
333,2019-04-17,09:51:46,0,76,1,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,Regular
335,2019-04-17,06:55:17,0,22,1,2.0,Coffee,Drip coffee,Our Old Time Diner Blend,Sm
341,2019-04-17,06:41:26,0,44,1,2.5,Tea,Brewed herbal tea,Peppermint,Rg
341,2019-04-17,06:41:26,0,73,1,3.75,Bakery,Pastry,Almond Croissant,Regular
344,2019-04-17,10:53:51,0,39,2,4.25,Coffee,Barista Espresso,Latte,Rg
344,2019-04-17,10:53:51,0,84,2,0.8,Flavours,Regular syrup,Chocolate syrup,Regular
344,2019-04-17,10:53:51,0,76,1,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,Regular
345,2019-04-17,07:01:58,0,24,1,3.0,Coffee,Drip coffee,Our Old Time Diner Blend,Lg
345,2019-04-17,07:01:58,0,75,1,3.5,Bakery,Pastry,Croissant,Regular
351,2019-04-17,10:56:31,0,54,2,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai,Rg
351,2019-04-17,10:56:31,0,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Regular
356,2019-04-17,09:06:59,8327,27,1,3.5,Coffee,Organic brewed coffee,Brazilian,Lg
361,2019-04-17,10:29:27,0,44,2,2.5,Tea,Brewed herbal tea,Peppermint,Rg
361,2019-04-17,10:29:27,0,79,1,3.75,Bakery,Scone,Jumbo Savory Scone,Regular
364,2019-04-17,08:33:43,0,50,1,2.5,Tea,Brewed Black tea,Earl Grey,Rg
364,2019-04-17,08:33:43,0,70,1,3.25,Bakery,Scone,Cranberry Scone,Regular
365,2019-04-17,10:07:49,0,44,2,2.5,Tea,Brewed herbal tea,Peppermint,Rg
365,2019-04-17,10:07:49,0,75,1,3.5,Bakery,Pastry,Croissant,Regular
370,2019-04-17,08:49:18,8472,48,1,2.5,Tea,Brewed Black tea,English Breakfast,Rg
370,2019-04-17,08:49:18,8472,70,1,3.25,Bakery,Scone,Cranberry Scone,Regular
379,2019-04-17,08:14:22,0,87,1,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,Regular
379,2019-04-17,08:14:22,0,77,1,3.0,Bakery,Scone,Oatmeal Scone,Regular
380,2019-04-17,09:57:58,8242,47,1,3.0,Tea,Brewed Green tea,Serenity Green Tea,Lg
380,2019-04-17,09:57:58,8242,77,1,3.0,Bakery,Scone,Oatmeal Scone,Regular
383,2019-04-17,09:36:07,0,87,1,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,Regular
383,2019-04-17,09:36:07,0,78,1,4.5,Bakery,Scone,Scottish Cream Scone,Regular
388,2019-04-17,10:20:46,0,39,1,4.25,Coffee,Barista Espresso,Latte,Rg
388,2019-04-17,10:20:46,0,63,1,0.8,Flavours,Regular syrup,Carmel syrup,Regular
389,2019-04-17,08:08:28,8443,39,2,4.25,Coffee,Barista Espresso,Latte,Rg
389,2019-04-17,08:08:28,8443,77,1,3.0,Bakery,Scone,Oatmeal Scone,Regular
396,2019-04-17,07:59:11,8386,42,2,2.5,Tea,Brewed herbal tea,Lemon Grass,Rg
396,2019-04-17,07:59:11,8386,69,1,3.25,Bakery,Biscotti,Hazelnut Biscotti,Regular
397,2019-04-17,10:53:34,0,44,2,2.5,Tea,Brewed herbal tea,Peppermint,Rg
398,2019-04-17,06:39:55,0,44,2,2.5,Tea,Brewed herbal tea,Peppermint,Rg
398,2019-04-17,06:39:55,0,77,1,3.0,Bakery,Scone,Oatmeal Scone,Regular
401,2019-04-17,10:47:53,8222,51,2,3.0,Tea,Brewed Black tea,Earl Grey,Lg
401,2019-04-17,10:47:53,8222,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Regular
403,2019-04-17,08:32:04,0,61,1,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Lg
403,2019-04-17,08:32:04,0,73,1,3.75,Bakery,Pastry,Almond Croissant,Regular
405,2019-04-17,07:04:58,0,61,1,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Lg
406,2019-04-17,09:45:59,8484,38,2,3.75,Coffee,Barista Espresso,Latte,Regular
406,2019-04-17,09:45:59,8484,76,1,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,Regular
414,2019-04-17,06:44:38,0,32,2,3.0,Coffee,Gourmet brewed coffee,Ethiopia,Rg
414,2019-04-17,06:44:38,0,78,1,4.5,Bakery,Scone,Scottish Cream Scone,Regular
419,2019-04-17,10:07:00,0,37,1,3.0,Coffee,Barista Espresso,Espresso shot,Regular
419,2019-04-17,10:07:00,0,84,1,0.8,Flavours,Regular syrup,Chocolate syrup,Regular
419,2019-04-17,10:07:00,0,77,1,3.0,Bakery,Scone,Oatmeal Scone,Regular
426,2019-04-17,11:15:09,0,44,2,2.5,Tea,Brewed herbal tea,Peppermint,Rg
427,2019-04-17,09:33:56,0,23,1,2.5,Coffee,Drip coffee,Our Old Time Diner Blend,Rg
427,2019-04-17,09:33:56,0,76,1,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,Regular
429,2019-04-17,09:42:34,0,57,2,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai,Lg
429,2019-04-17,09:42:34,0,73,1,3.75,Bakery,Pastry,Almond Croissant,Regular
430,2019-04-17,07:22:34,0,32,2,3.0,Coffee,Gourmet brewed coffee,Ethiopia,Rg
436,2019-04-17,09:09:18,0,49,1,3.0,Tea,Brewed Black tea,English Breakfast,Lg
436,2019-04-17,09:09:18,0,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Regular
437,2019-04-17,10:03:20,0,51,1,3.0,Tea,Brewed Black tea,Earl Grey,Lg
437,2019-04-17,10:03:20,0,69,1,3.25,Bakery,Biscotti,Hazelnut Biscotti,Regular
447,2019-04-17,07:29:15,8316,47,2,3.0,Tea,Brewed Green tea,Serenity Green Tea,Lg
447,2019-04-17,07:29:15,8316,77,1,3.0,Bakery,Scone,Oatmeal Scone,Regular
448,2019-04-17,10:35:17,0,44,1,2.5,Tea,Brewed herbal tea,Peppermint,Rg
448,2019-04-17,10:35:17,0,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Regular
455,2019-04-17,10:39:02,0,37,2,3.0,Coffee,Barista Espresso,Espresso shot,Regular
455,2019-04-17,10:39:02,0,84,1,0.8,Flavours,Regular syrup,Chocolate syrup,Regular
455,2019-04-17,10:39:02,0,78,1,4.5,Bakery,Scone,Scottish Cream Scone,Regular
458,2019-04-17,09:23:14,0,50,1,2.5,Tea,Brewed Black tea,Earl Grey,Rg
458,2019-04-17,09:23:14,0,77,1,3.0,Bakery,Scone,Oatmeal Scone,Regular
460,2019-04-17,08:05:59,0,54,1,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai,Rg
465,2019-04-17,07:20:17,0,32,1,3.0,Coffee,Gourmet brewed coffee,Ethiopia,Rg
465,2019-04-17,07:20:17,0,72,1,3.25,Bakery,Scone,Ginger Scone,Regular
471,2019-04-17,09:42:24,0,47,2,3.0,Tea,Brewed Green tea,Serenity Green Tea,Lg
471,2019-04-17,09:42:24,0,74,1,3.5,Bakery,Biscotti,Ginger Biscotti,Regular
479,2019-04-17,08:16:55,0,22,2,2.0,Coffee,Drip coffee,Our Old Time Diner Blend,Sm
484,2019-04-17,07:19:55,0,51,2,3.0,Tea,Brewed Black tea,Earl Grey,Lg
484,2019-04-17,07:19:55,0,79,1,3.75,Bakery,Scone,Jumbo Savory Scone,Regular
497,2019-04-17,08:13:00,0,23,2,2.5,Coffee,Drip coffee,Our Old Time Diner Blend,Rg
497,2019-04-17,08:13:00,0,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Regular
503,2019-04-17,06:31:58,0,61,1,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Lg
507,2019-04-17,07:11:38,0,47,2,3.0,Tea,Brewed Green tea,Serenity Green Tea,Lg
507,2019-04-17,07:11:38,0,75,1,3.5,Bakery,Pastry,Croissant,Regular
514,2019-04-17,10:47:05,0,41,1,4.25,Coffee,Barista Espresso,Cappuccino,Lg
514,2019-04-17,10:47:05,0,65,2,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Regular
514,2019-04-17,10:47:05,0,74,1,3.5,Bakery,Biscotti,Ginger Biscotti,Regular
516,2019-04-17,09:32:09,0,53,1,3.0,Tea,Brewed Chai tea,Traditional Blend Chai,Lg
524,2019-04-17,10:05:37,0,37,2,3.0,Coffee,Barista Espresso,Espresso shot,Regular
524,2019-04-17,10:05:37,0,65,2,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Regular
532,2019-04-17,07:30:46,8167,45,2,3.0,Tea,Brewed herbal tea,Peppermint,Lg
533,2019-04-17,10:53:19,0,42,1,2.5,Tea,Brewed herbal tea,Lemon Grass,Rg
533,2019-04-17,10:53:19,0,74,1,3.5,Bakery,Biscotti,Ginger Biscotti,Regular
534,2019-04-17,07:39:39,0,41,1,4.25,Coffee,Barista Espresso,Cappuccino,Lg
534,2019-04-17,07:39:39,0,63,2,0.8,Flavours,Regular syrup,Carmel syrup,Regular
542,2019-04-17,11:05:54,0,47,2,3.0,Tea,Brewed Green tea,Serenity Green Tea,Lg
547,2019-04-17,10:00:22,8114,40,2,3.75,Coffee,Barista Espresso,Cappuccino,Regular
547,2019-04-17,10:00:22,8114,77,1,3.0,Bakery,Scone,Oatmeal Scone,Regular
566,2019-04-17,08:49:49,0,42,1,2.5,Tea,Brewed herbal tea,Lemon Grass,Rg
566,2019-04-17,08:49:49,0,78,1,4.5,Bakery,Scone,Scottish Cream Scone,Regular
569,2019-04-17,10:09:05,0,24,2,3.0,Coffee,Drip coffee,Our Old Time Diner Blend,Lg
572,2019-04-17,09:28:53,0,50,1,2.5,Tea,Brewed Black tea,Earl Grey,Rg
572,2019-04-17,09:28:53,0,72,1,3.25,Bakery,Scone,Ginger Scone,Regular
575,2019-04-17,11:01:41,0,27,2,3.5,Coffee,Organic brewed coffee,Brazilian,Lg
575,2019-04-17,11:01:41,0,73,1,3.75,Bakery,Pastry,Almond Croissant,Regular
579,2019-04-17,09:54:37,0,31,2,2.2,Coffee,Gourmet brewed coffee,Ethiopia,Sm
579,2019-04-17,09:54:37,0,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Regular
580,2019-04-17,08:37:27,8241,58,1,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate,Rg
593,2019-04-17,10:26:03,0,30,1,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Lg
600,2019-04-17,10:36:46,8048,23,2,2.5,Coffee,Drip coffee,Our Old Time Diner Blend,Rg
600,2019-04-17,10:36:46,8048,79,1,3.75,Bakery,Scone,Jumbo Savory Scone,Regular
604,2019-04-17,10:49:54,8025,54,2,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai,Rg
604,2019-04-17,10:49:54,8025,75,1,3.5,Bakery,Pastry,Croissant,Regular
609,2019-04-17,07:43:17,0,25,2,2.2,Coffee,Organic brewed coffee,Brazilian,Sm
609,2019-04-17,07:43:17,0,75,1,3.5,Bakery,Pastry,Croissant,Regular
612,2019-04-17,11:16:13,0,22,2,2.0,Coffee,Drip coffee,Our Old Time Diner Blend,Sm
612,2019-04-17,11:16:13,0,75,1,3.5,Bakery,Pastry,Croissant,Regular
613,2019-04-17,09:27:04,0,58,1,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate,Rg
622,2019-04-17,11:27:32,0,22,2,2.0,Coffee,Drip coffee,Our Old Time Diner Blend,Sm
622,2019-04-17,11:27:32,0,79,1,3.75,Bakery,Scone,Jumbo Savory Scone,Regular
629,2019-04-17,10:12:48,8218,56,1,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai,Rg
629,2019-04-17,10:12:48,8218,74,1,3.5,Bakery,Biscotti,Ginger Biscotti,Regular
630,2019-04-17,09:45:46,8217,22,2,2.0,Coffee,Drip coffee,Our Old Time Diner Blend,Sm
634,2019-04-17,06:30:18,0,87,1,2.1,Coffee,Barista Espresso,Ouro Brasileiro shot,Regular
634,2019-04-17,06:30:18,0,77,1,3.0,Bakery,Scone,Oatmeal Scone,Regular
634,2019-04-17,06:30:18,0,72,1,3.25,Bakery,Scone,Ginger Scone,Regular
650,2019-04-17,07:03:57,0,50,2,2.5,Tea,Brewed Black tea,Earl Grey,Rg
650,2019-04-17,07:03:57,0,73,1,3.75,Bakery,Pastry,Almond Croissant,Regular
660,2019-04-17,09:50:22,0,58,2,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate,Rg
670,2019-04-17,10:04:10,0,55,1,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai,Lg
671,2019-04-17,09:49:15,8207,44,1,2.5,Tea,Brewed herbal tea,Peppermint,Rg
672,2019-04-17,09:39:05,0,22,1,2.0,Coffee,Drip coffee,Our Old Time Diner Blend,Sm
688,2019-04-17,09:39:34,8101,46,2,2.5,Tea,Brewed Green tea,Serenity Green Tea,Rg
694,2019-04-17,09:59:33,0,35,1,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River,Rg
700,2019-04-17,11:21:53,0,49,2,3.0,Tea,Brewed Black tea,English Breakfast,Lg
702,2019-04-17,08:10:27,0,51,2,3.0,Tea,Brewed Black tea,Earl Grey,Lg
706,2019-04-17,07:22:27,0,49,1,3.0,Tea,Brewed Black tea,English Breakfast,Lg
706,2019-04-17,07:22:27,0,73,1,3.75,Bakery,Pastry,Almond Croissant,Regular
711,2019-04-17,06:32:07,8052,52,2,2.5,Tea,Brewed Chai tea,Traditional Blend Chai,Rg
712,2019-04-17,08:20:37,8105,37,2,3.0,Coffee,Barista Espresso,Espresso shot,Regular
712,2019-04-17,08:20:37,8105,63,2,0.8,Flavours,Regular syrup,Carmel syrup,Regular
721,2019-04-17,08:16:31,0,56,1,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai,Rg
724,2019-04-17,10:12:51,0,41,1,4.25,Coffee,Barista Espresso,Cappuccino,Lg
726,2019-04-17,09:05:44,0,32,1,3.0,Coffee,Gourmet brewed coffee,Ethiopia,Rg
726,2019-04-17,09:05:44,0,74,1,3.5,Bakery,Biscotti,Ginger Biscotti,Regular
727,2019-04-17,07:23:42,0,26,2,3.0,Coffee,Organic brewed coffee,Brazilian,Rg
728,2019-04-17,10:01:41,0,26,1,3.0,Coffee,Organic brewed coffee,Brazilian,Rg
729,2019-04-17,09:13:00,0,22,2,2.0,Coffee,Drip coffee,Our Old Time Diner Blend,Sm
735,2019-04-17,06:38:31,0,39,1,4.25,Coffee,Barista Espresso,Latte,Rg
739,2019-04-17,10:54:57,8065,46,1,2.5,Tea,Brewed Green tea,Serenity Green Tea,Rg
740,2019-04-17,07:03:23,0,37,2,3.0,Coffee,Barista Espresso,Espresso shot,Regular
740,2019-04-17,07:03:23,0,84,1,0.8,Flavours,Regular syrup,Chocolate syrup,Regular
746,2019-04-17,08:21:38,0,23,1,2.5,Coffee,Drip coffee,Our Old Time Diner Blend,Rg
748,2019-04-17,06:39:38,0,45,2,3.0,Tea,Brewed herbal tea,Peppermint,Lg
756,2019-04-17,08:32:16,0,46,1,2.5,Tea,Brewed Green tea,Serenity Green Tea,Rg
757,2019-04-17,07:54:47,0,61,2,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Lg
758,2019-04-17,07:48:14,8206,54,1,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai,Rg
764,2019-04-17,07:05:39,8478,59,1,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate,Lg
764,2019-04-17,07:05:39,8478,20,1,7.6,Packaged Chocolate,Organic Chocolate,Sustainably Grown Organic,Regular
768,2019-04-17,10:28:34,0,29,1,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Rg
774,2019-04-17,11:10:59,0,46,1,2.5,Tea,Brewed Green tea,Serenity Green Tea,Rg
776,2019-04-17,09:35:38,0,51,2,3.0,Tea,Brewed Black tea,Earl Grey,Lg
784,2019-04-17,06:31:19,0,52,2,2.5,Tea,Brewed Chai tea,Traditional Blend Chai,Rg
784,2019-04-17,06:31:19,0,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Regular
785,2019-04-17,08:04:02,8390,59,1,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate,Lg
785,2019-04-17,08:04:02,8390,75,1,3.5,Bakery,Pastry,Croissant,Regular
791,2019-04-17,09:41:51,0,27,1,3.5,Coffee,Organic brewed coffee,Brazilian,Lg
804,2019-04-17,09:22:04,0,32,1,3.0,Coffee,Gourmet brewed coffee,Ethiopia,Rg
810,2019-04-17,08:36:03,0,49,2,3.0,Tea,Brewed Black tea,English Breakfast,Lg
810,2019-04-17,08:36:03,0,79,1,3.75,Bakery,Scone,Jumbo Savory Scone,Regular
821,2019-04-17,07:09:58,0,41,1,4.25,Coffee,Barista Espresso,Cappuccino,Lg
821,2019-04-17,07:09:58,0,84,2,0.8,Flavours,Regular syrup,Chocolate syrup,Regular
821,2019-04-17,07:09:58,0,79,1,3.75,Bakery,Scone,Jumbo Savory Scone,Regular
828,2019-04-17,06:36:05,8495,52,2,2.5,Tea,Brewed Chai tea,Traditional Blend Chai,Rg
831,2019-04-17,11:21:21,0,22,2,2.0,Coffee,Drip coffee,Our Old Time Diner Blend,Sm
838,2019-04-17,11:09:12,0,23,1,2.5,Coffee,Drip coffee,Our Old Time Diner Blend,Rg
844,2019-04-17,08:49:48,0,60,1,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Rg
848,2019-04-17,10:40:55,8067,24,1,3.0,Coffee,Drip coffee,Our Old Time Diner Blend,Lg
860,2019-04-17,06:36:45,0,55,1,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai,Lg
863,2019-04-17,07:35:05,0,43,1,3.0,Tea,Brewed herbal tea,Lemon Grass,Lg
868,2019-04-17,09:53:50,0,50,2,2.5,Tea,Brewed Black tea,Earl Grey,Rg
870,2019-04-17,09:30:27,0,32,2,3.0,Coffee,Gourmet brewed coffee,Ethiopia,Rg
872,2019-04-17,10:13:11,0,37,1,3.0,Coffee,Barista Espresso,Espresso shot,Regular
879,2019-04-17,07:49:56,0,30,2,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast,Lg
887,2019-04-17,07:13:30,0,39,2,4.25,Coffee,Barista Espresso,Latte,Rg
887,2019-04-17,07:13:30,0,65,2,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Regular
892,2019-04-17,10:31:15,0,57,2,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai,Lg
907,2019-04-17,10:43:05,0,49,1,3.0,Tea,Brewed Black tea,English Breakfast,Lg
919,2019-04-17,07:38:29,8433,32,2,3.0,Coffee,Gourmet brewed coffee,Ethiopia,Rg
921,2019-04-17,08:34:52,0,22,2,2.0,Coffee,Drip coffee,Our Old Time Diner Blend,Sm
925,2019-04-17,06:34:55,0,48,1,2.5,Tea,Brewed Black tea,English Breakfast,Rg
926,2019-04-17,09:29:00,0,60,2,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Rg
945,2019-04-17,11:16:18,0,46,2,2.5,Tea,Brewed Green tea,Serenity Green Tea,Rg
952,2019-04-17,11:03:32,0,27,1,3.5,Coffee,Organic brewed coffee,Brazilian,Lg
953,2019-04-17,10:54:04,0,87,2,2.1,Coffee,Barista Espresso,Ouro Brasileiro shot,Regular
953,2019-04-17,10:54:04,0,72,2,3.25,Bakery,Scone,Ginger Scone,Regular
953,2019-04-17,10:54:04,0,19,1,6.4,Packaged Chocolate,Drinking Chocolate,Dark chocolate,Regular
958,2019-04-17,08:53:28,0,32,1,3.0,Coffee,Gourmet brewed coffee,Ethiopia,Rg
969,2019-04-17,08:50:55,0,33,1,3.5,Coffee,Gourmet brewed coffee,Ethiopia,Lg
970,2019-04-17,09:58:52,0,25,1,2.2,Coffee,Organic brewed coffee,Brazilian,Sm
973,2019-04-17,07:07:45,8207,49,1,3.0,Tea,Brewed Black tea,English Breakfast,Lg
